word,count
trabalhista,275
critica,275
alerta,275
arma,275
dizia,275
expressao,274
obama,274
capaz,274
longe,274
vagas,274
cima,273
desembargador,273
esperar,273
pergunta,273
cancer,273
abriu,271
mandado,271
missao,271
constitucional,270
conducao,270
comeco,270
veiculo,270
financeira,270
acrescentou,270
pe,269
cliente,269
tais,269
agricultura,269
encontrado,269
jogos,269
comportamento,268
mantem,268
vantagem,268
nomeacao,268
matar,268
bebe,268
torno,268
haviam,267
enfrentar,267
oficiais,267
ilegal,267
jardim,266
natureza,266
contudo,266
exatamente,266
perguntas,266
testes,266
recebimento,265
realizadas,265
acabar,265
existencia,265
apontou,265
situacoes,265
samba,265
aparece,264
completou,264
efeitos,264
denunciado,264
viver,263
indicacao,263
condenados,263
marcos,262
citado,262
clima,261
destaca,261
nacoes,261
traz,261
perfil,261
moral,261
presidio,261
ditadura,260
proprios,260
pagou,260
natural,260
entidade,260
encontrou,260
juizo,260
ultimas,259
certa,259
estrutura,258
regra,258
dificuldade,258
gomes,258
baixa,257
geraldo,257
general,257
cantor,257
pernambuco,257
conclusao,256
telefone,256
adolescente,256
publicado,256
cidadaos,256
contexto,256
milhares,256
porta,256
pp,256
ressaltou,255
atender,255
nasceu,255
pereira,255
garantia,255
zanin,255
pr,255
brasileiras,255
salarios,255
poderes,255
tratado,254
atuou,254
acreditar,254
perder,253
reacao,253
divulgacao,253
parar,252
professora,252
dando,252
faria,252
imposto,252
tras,252
fechado,251
usou,251
recibos,251
retorno,250
produto,250
menino,250
protesto,250
publicacao,250
julgar,250
aberta,250
praca,249
gleisi,249
termo,248
donos,248
citou,248
campos,248
ouro,248
concessao,248
ingles,248
sigla,247
havera,247
mensalao,247
cristiano,247
marca,247
espirito,247
rj,247
alemanha,247
piloto,247
cuja,246
tomada,246
materia,246
penitenciaria,245
barbosa,245
entretanto,244
tomou,244
municipios,244
dividas,244
criou,244
principio,244
informa,244
parque,243
bilhao,243
possiveis,243
sindicato,243
absolutamente,242
melhores,242
setores,242
pequeno,242
sai,242
midia,242
pedindo,242
recebe,241
carvalho,241
recorrer,241
terminar,241
protestos,241
baixo,241
legenda,240
quilometros,240
fundacao,240
estaria,240
direta,240
sarney,240
ocorrencia,240
apuracao,239
sequer,239
proteger,239
geracao,239
fronteira,239
polemica,239
exame,239
alcance,239
promotor,239
publicada,238
civis,238
consequencias,238
supostamente,238
transparencia,238
segovia,238
organizado,238
cruz,237
cita,237
enorme,237
tentando,237
cujo,237
identificar,237
amazonas,237
engenharia,237
consumo,236
mato,236
tom,236
belo,236
tese,236
cedo,236
atuar,236
transito,236
normal,236
marcada,236
inicial,236
domiciliar,235
planos,235
possui,235
passo,235
cultural,235
reeleicao,235
morreram,235
combater,234
petroleo,234
tecnico,234
grau,234
colega,233
justamente,233
destino,233
publicou,233
falei,233
motivos,232
vir,232
terao,232
explicar,232
objeto,232
sangue,232
mantega,232
faca,231
erro,231
serra,231
pagina,231
mora,231
aluguel,231
legislativa,231
celso,231
livros,231
poderao,230
planeta,230
preto,230
maduro,230
procedimentos,230
inicialmente,230
registros,230
casas,229
desembargadores,229
independente,229
historias,229
mdb,229
entregou,228
criada,228
relacionamento,228
premio,228
turno,228
cumprimento,228
criticou,228
reino,228
fechar,227
melhorar,227
limite,227
teto,227
naquela,226
frase,226
considerou,226
usando,226
presidios,226
pequena,225
possam,225
disputar,225
avanco,225
amarela,225
aceitar,224
ana,224
reunioes,224
criado,224
prejuizo,224
anuncio,224
titulo,224
trabalhos,224
repasses,224
ribeiro,224
chama,224
atingir,224
clara,224
avalia,223
manifestar,223
grosso,223
funciona,223
foco,223
rotina,223
audio,223
costamarques,223
putin,223
oeste,223
posto,222
conduta,222
tragedia,222
palco,222
alvos,222
espetaculo,222
vantagens,222
criminoso,222
juridico,222
amor,222
longa,221
animais,221
fiscalizacao,221
fonte,221
filmes,221
presentes,221
clientes,221
festival,221
eunicio,221
depende,220
ilicitos,220
jeito,220
artistas,220
homicidio,220
tensao,220
petistas,220
goiania,220
lideranca,219
cerimonia,219
considerada,219
coletiva,219
rogerio,219
emilio,219
motorista,219
apresenta,218
febre,218
revelou,218
chance,218
ccj,218
precos,218
psd,218
funcionario,218
imoveis,217
previsto,217
acontecendo,217
victor,217
pudesse,217
sabem,217
ocorrer,217
aerea,217
fraude,216
formas,216
anteriores,216
emenda,216
cuba,215
alberto,215
inocencia,215
vice,215
dor,215
dodge,215
atibaia,215
exposicao,215
alias,215
italia,215
estaduais,214
necessaria,214
agente,214
oferecer,214
alimentos,214
concluiu,213
proximas,213
bloqueio,213
prisoes,213
desvio,213
humano,213
vizinho,213
enviado,213
emergencia,213
indica,213
entidades,212
parceria,212
revela,212
nascimento,212
competencia,212
permitir,212
quebra,212
avo,212
psb,212
bolsa,212
suspeitas,212
sirio,212
habitantes,211
apresentados,211
autorizou,211
rosa,211
cervero,211
argumento,211
senadora,210
riscos,210
time,210
certamente,210
extremamente,210
ativa,210
orientacao,210
empreiteiras,210
juros,210
trechos,210
voo,210
russo,210
prestacao,209
pagos,209
registrou,209
africa,209
esperanca,209
lembrou,209
cena,209
df,209
marun,209
velho,209
construir,209
assessor,209
leite,209
romero,209
aborto,209
atitude,208
saiba,208
opcao,208
envolve,207
desafio,207
mandou,207
benjamin,207
determinacao,206
argentina,206
usuarios,206
colocou,206
afirmar,206
ouvidos,206
carros,206
lidar,206
entregar,206
medica,206
passando,206
testemunha,206
trajetoria,205
deveriam,205
confira,205
ausencia,205
vila,205
escandalo,205
representante,205
fisica,205
transferencia,205
passagem,205
nesses,205
conhecida,205
apura,205
suica,205
perseguicao,205
ouvido,205
tramitacao,205
ciro,205
propaganda,205
conversar,205
mata,205
pec,205
fortes,205
tribunais,205
ptb,205
vejo,204
duvidas,204
gilberto,204
latina,204
sofreu,204
carater,204
lugares,204
agressao,204
contribuicao,204
dezenas,203
simplesmente,203
comigo,203
meios,203
bancos,203
renato,203
procurou,203
deputada,202
defensor,202
duque,202
institucional,202
meia,202
voz,202
provavelmente,202
culpa,202
chao,202
daquele,202
chegada,202
citados,202
pacientes,202
fundos,202
licitacao,202
maximo,201
funcoes,201
televisao,201
enviou,201
paris,201
andar,201
matou,201
precisava,201
araujo,201
lancar,200
trabalhando,200
sobretudo,200
queremos,200
aposentadoria,200
manteve,200
usados,200
antigo,200
ta,200
relatos,200
entra,199
gerar,199
inclui,199
democratico,199
particular,199
lembrar,199
registrado,199
ficam,198
augusto,198
horizonte,198
buscas,197
prevista,197
oficialmente,197
ligado,197
guarda,197
terceira,197
comercial,197
alegacoes,197
carolina,197
levaram,197
impunidade,197
juntos,197
unido,197
definir,196
repasse,196
finais,196
funcionamento,196
apurar,196
assinado,196
membro,196
infraestrutura,195
distribuicao,195
liberacao,195
fiquei,195
pessoais,195
nacao,195
indice,194
danos,194
vaga,194
mesmos,194
wesley,194
odio,194
ajudou,194
apontam,194
punicao,194
comentou,193
marina,193
zavascki,193
normalmente,193
aplicacao,193
resolucao,193
jair,192
perante,192
praticamente,192
independencia,192
admitiu,192
ar,192
completamente,192
multa,191
regioes,191
rapido,191
podia,191
reuniu,191
diretoria,191
assassinato,191
aceitou,191
procurado,190
nordeste,190
razoes,190
notas,190
miller,190
eliseu,190
pobres,190
afinal,190
comida,190
comentar,190
repercussao,190
hipotese,190
bomba,190
necessarios,190
metropolitana,190
favoravel,189
prisional,189
gosto,189
olhos,189
cometeu,189
alegou,189
arrecadacao,189
cooperacao,189
maranhao,189
demanda,188
direto,188
meta,188
verde,188
solicitou,188
privado,188
amaral,188
fux,188
atriz,188
dada,187
comunidades,187
participaram,187
presidentes,187
dai,187
conseguiram,187
olhar,187
conhecer,187
ocupacao,187
daniel,187
casamento,187
chico,187
relata,186
determinado,186
marcado,186
europeia,186
atentado,186
blog,186
divisao,186
primeiras,185
receberam,185
relacionados,185
vereador,185
gravacoes,185
parlamento,185
errado,185
paginas,185
cassado,185
prestou,185
inflacao,185
resistencia,185
temporaria,185
aliado,185
judiciais,185
procurar,184
denunciados,184
flavio,184
promover,184
campinas,184
questionou,184
confronto,184
tendencia,184
diretora,184
paciente,184
cientistas,184
ligacao,184
torna,183
praticas,183
trazer,183
sistemas,183
trabalhou,183
horario,183
fidel,183
reune,183
erros,183
italiano,183
surpresa,182
recife,182
vender,182
coordenador,182
aula,182
resto,182
laudo,182
argumentos,182
alega,182
ritmo,182
relato,182
usa,182
organizacoes,182
jaburu,182
clube,181
boas,181
privada,181
nelson,181
sinal,181
sequencia,181
tiro,181
apoiar,181
esforco,180
apontado,180
leandro,180
coercitiva,180
continuidade,180
sonho,180
corporacao,180
preconceito,179
reis,179
interno,179
legais,179
boca,179
vivem,179
cuidar,179
custos,179
deficit,179
ativos,179
tamanho,178
posteriormente,178
leitura,178
terminou,178
aliada,178
argumentou,178
pegar,178
velha,178
jesus,178
estadio,178
lancou,177
ambiental,177
etapa,177
litoral,177
interrogatorio,177
desvios,177
usada,177
alternativa,176
revolucao,176
penas,176
centenas,176
atingiu,176
consciencia,176
pessoalmente,176
copa,176
figura,176
representacao,176
pesquisadores,176
vinha,175
conhece,175
indevida,175
indicou,175
atua,175
pacto,175
acre,175
to,175
mexico,174
faculdade,174
personagem,174
inteiro,174
hotel,174
informado,174
limpa,174
nucleo,174
contratacao,174
arena,174
uns,173
gustavo,173
cardoso,173
penais,173
dirigentes,173
ouviu,173
gracas,173
feliz,173
acompanhar,173
onda,173
antiga,173
urgencia,173
correa,173
aproximadamente,172
ruim,172
ribeirao,172
transformar,172
postura,172
fara,172
aceita,172
esclarecer,172
peso,172
ilha,172
estrangeiros,172
bloco,172
nunes,172
faccoes,172
nogueira,172
destaque,171
pertence,171
oficio,171
reconheceu,171
coracao,171
sol,171
querer,171
feridos,171
pensao,171
pib,171
ficha,171
imigrantes,171
empregos,171
potencial,170
ressalta,170
retirada,170
exploracao,170
reporter,170
exige,170
infelizmente,170
fechou,170
edificio,170
graves,170
rapidamente,170
peninsula,170
coronel,169
produzir,169
fraudes,169
limites,169
jornalismo,169
sensacao,169
