,Index,GroundTruth,Prediction,Pred_prob,Is_Correct
4148,4148,True,Fake,0.5099233565927773,Incorrect
4150,4150,True,Fake,0.560812934151919,Incorrect
4178,4178,True,Fake,0.8335877419443389,Incorrect
4189,4189,True,Fake,0.8200087995476186,Incorrect
4200,4200,True,Fake,0.5374877312937489,Incorrect
4261,4261,True,Fake,0.7751339735226151,Incorrect
4265,4265,True,Fake,0.5021484436558444,Incorrect
4274,4274,True,Fake,0.5535137178035882,Incorrect
4290,4290,True,Fake,0.6579994938266255,Incorrect
4293,4293,True,Fake,0.7616350386167065,Incorrect
4319,4319,True,Fake,0.5731848194053857,Incorrect
4328,4328,True,Fake,0.5368294410422401,Incorrect
4341,4341,True,Fake,0.5136595336163815,Incorrect
4344,4344,True,Fake,0.8986109186782476,Incorrect
4366,4366,True,Fake,0.7714475478901844,Incorrect
4378,4378,True,Fake,0.9667699599944781,Incorrect
4386,4386,True,Fake,0.5159652293628222,Incorrect
4409,4409,True,Fake,0.5331689790527273,Incorrect
4412,4412,True,Fake,0.5400382910705893,Incorrect
4433,4433,True,Fake,0.561460845611322,Incorrect
4454,4454,True,Fake,0.5115857995883114,Incorrect
4473,4473,True,Fake,0.5765979214086348,Incorrect
4480,4480,True,Fake,0.5852622210863511,Incorrect
4495,4495,True,Fake,0.5660920045673224,Incorrect
4500,4500,True,Fake,0.7204714904092647,Incorrect
4512,4512,True,Fake,0.7560762116331471,Incorrect
4518,4518,True,Fake,0.6818079354046656,Incorrect
4527,4527,True,Fake,0.7112710570723095,Incorrect
4555,4555,True,Fake,0.5253523908482952,Incorrect
4577,4577,True,Fake,0.7114744091941697,Incorrect
4599,4599,True,Fake,0.8126705522805128,Incorrect
4615,4615,True,Fake,0.6297080098061459,Incorrect
4622,4622,True,Fake,0.7795745646683941,Incorrect
4646,4646,True,Fake,0.7434609705494865,Incorrect
4663,4663,True,Fake,0.6772737696704051,Incorrect
4670,4670,True,Fake,0.5227661122400702,Incorrect
4675,4675,True,Fake,0.8540657216437675,Incorrect
4698,4698,True,Fake,0.578175324436792,Incorrect
4712,4712,True,Fake,0.5275898462463762,Incorrect
4731,4731,True,Fake,0.562974503321761,Incorrect
4767,4767,True,Fake,0.7764425082851567,Incorrect
4778,4778,True,Fake,0.6544889189032993,Incorrect
4788,4788,True,Fake,0.7166065558999728,Incorrect
4822,4822,True,Fake,0.6368799355091405,Incorrect
4833,4833,True,Fake,0.5842739375223973,Incorrect
4846,4846,True,Fake,0.5409738652701791,Incorrect
4883,4883,True,Fake,0.9001842658770712,Incorrect
4890,4890,True,Fake,0.5765462158158939,Incorrect
4902,4902,True,Fake,0.6003737829086416,Incorrect
4926,4926,True,Fake,0.5145871676002505,Incorrect
4934,4934,True,Fake,0.7993886403637857,Incorrect
4957,4957,True,Fake,0.6424327179568172,Incorrect
4967,4967,True,Fake,0.5551637795897104,Incorrect
4971,4971,True,Fake,0.8730651997445771,Incorrect
4982,4982,True,Fake,0.7598188407359471,Incorrect
4985,4985,True,Fake,0.5665674140660757,Incorrect
4994,4994,True,Fake,0.6486333093207562,Incorrect
5022,5022,True,Fake,0.6673872199999683,Incorrect
5033,5033,True,Fake,0.9406954161804112,Incorrect
5038,5038,True,Fake,0.7817753612078199,Incorrect
5044,5044,True,Fake,0.609080353730458,Incorrect
5064,5064,True,Fake,0.5864118930052006,Incorrect
5071,5071,True,Fake,0.8258886011816993,Incorrect
5127,5127,True,Fake,0.5006060391551063,Incorrect
5136,5136,True,Fake,0.5585726870896967,Incorrect
5137,5137,True,Fake,0.7817669597702268,Incorrect
5144,5144,True,Fake,0.7572636312325045,Incorrect
5178,5178,True,Fake,0.7578822656855505,Incorrect
5201,5201,True,Fake,0.7091639351994747,Incorrect
5202,5202,True,Fake,0.5926722114581215,Incorrect
5232,5232,True,Fake,0.6031181493192378,Incorrect
5233,5233,True,Fake,0.8788704088705375,Incorrect
5244,5244,True,Fake,0.6686667607889751,Incorrect
5255,5255,True,Fake,0.6557027502013703,Incorrect
5262,5262,True,Fake,0.6946709564863914,Incorrect
5265,5265,True,Fake,0.7758911187777965,Incorrect
5305,5305,True,Fake,0.5648995524424515,Incorrect
5310,5310,True,Fake,0.7851865457147673,Incorrect
5322,5322,True,Fake,0.5168191979588136,Incorrect
5325,5325,True,Fake,0.5359311639173661,Incorrect
5385,5385,True,Fake,0.5244273531153032,Incorrect
5400,5400,True,Fake,0.8944274686986248,Incorrect
5409,5409,True,Fake,0.5828283590011798,Incorrect
5433,5433,True,Fake,0.5472863799110536,Incorrect
5442,5442,True,Fake,0.5025354796660307,Incorrect
5448,5448,True,Fake,0.75685093059335,Incorrect
5455,5455,True,Fake,0.7072699743927557,Incorrect
5498,5498,True,Fake,0.5516797814843064,Incorrect
5499,5499,True,Fake,0.7818458953010688,Incorrect
5500,5500,True,Fake,0.5217755884153159,Incorrect
5503,5503,True,Fake,0.910681142961796,Incorrect
5511,5511,True,Fake,0.5385865415554594,Incorrect
5522,5522,True,Fake,0.8716037361899754,Incorrect
5529,5529,True,Fake,0.5377259422115676,Incorrect
5536,5536,True,Fake,0.7604857448487877,Incorrect
5558,5558,True,Fake,0.8341041778706204,Incorrect
5573,5573,True,Fake,0.5928747113777342,Incorrect
5577,5577,True,Fake,0.5272625620038971,Incorrect
5582,5582,True,Fake,0.6807734283720808,Incorrect
5607,5607,True,Fake,0.5371358527576193,Incorrect
5611,5611,True,Fake,0.5863003693668297,Incorrect
5620,5620,True,Fake,0.6194026939055194,Incorrect
5622,5622,True,Fake,0.869220774650484,Incorrect
5645,5645,True,Fake,0.5042877981749653,Incorrect
5652,5652,True,Fake,0.5248191103591642,Incorrect
5665,5665,True,Fake,0.5091276243193211,Incorrect
5677,5677,True,Fake,0.5323953340361036,Incorrect
5691,5691,True,Fake,0.7834752711675573,Incorrect
5695,5695,True,Fake,0.5575651851545109,Incorrect
5699,5699,True,Fake,0.7436727819635107,Incorrect
5727,5727,True,Fake,0.6832430134712574,Incorrect
5733,5733,True,Fake,0.8793188380148041,Incorrect
5734,5734,True,Fake,0.8238117046775165,Incorrect
5739,5739,True,Fake,0.5589412499462764,Incorrect
5764,5764,True,Fake,0.7281481278085652,Incorrect
5772,5772,True,Fake,0.5230352772091433,Incorrect
5775,5775,True,Fake,0.7308253180436939,Incorrect
5782,5782,True,Fake,0.6500702533106222,Incorrect
5805,5805,True,Fake,0.5107890709724021,Incorrect
5810,5810,True,Fake,0.6016250720816331,Incorrect
5850,5850,True,Fake,0.6631151614051235,Incorrect
5897,5897,True,Fake,0.6794142103594626,Incorrect
5904,5904,True,Fake,0.5525709797589726,Incorrect
5915,5915,True,Fake,0.6296603566692638,Incorrect
5922,5922,True,Fake,0.5722834850912946,Incorrect
5928,5928,True,Fake,0.5924872977213324,Incorrect
5933,5933,True,Fake,0.6611520445078883,Incorrect
5948,5948,True,Fake,0.6060745045730969,Incorrect
5958,5958,True,Fake,0.6501295853702536,Incorrect
6000,6000,True,Fake,0.5616828988597066,Incorrect
6026,6026,True,Fake,0.790322625848127,Incorrect
6028,6028,True,Fake,0.6778655474974371,Incorrect
6053,6053,True,Fake,0.7491547018975305,Incorrect
6097,6097,True,Fake,0.5392887497326598,Incorrect
6101,6101,True,Fake,0.6545092203187312,Incorrect
6152,6152,True,Fake,0.8562500037165623,Incorrect
6247,6247,True,Fake,0.860128284159646,Incorrect
6251,6251,True,Fake,0.9116667991274929,Incorrect
6266,6266,True,Fake,0.6876151116951502,Incorrect
6312,6312,True,Fake,0.6631270653850357,Incorrect
6324,6324,True,Fake,0.6664283105709772,Incorrect
6332,6332,True,Fake,0.7389895320272564,Incorrect
6340,6340,True,Fake,0.5411241621307191,Incorrect
6349,6349,True,Fake,0.6675023760974873,Incorrect
6397,6397,True,Fake,0.6594540686076149,Incorrect
6411,6411,True,Fake,0.6662174755691302,Incorrect
6419,6419,True,Fake,0.5280120042515474,Incorrect
6434,6434,True,Fake,0.7239813787356015,Incorrect
6452,6452,True,Fake,0.5333367422529118,Incorrect
6465,6465,True,Fake,0.8391197745029708,Incorrect
6466,6466,True,Fake,0.6610456927390135,Incorrect
6489,6489,True,Fake,0.5347071402854018,Incorrect
6499,6499,True,Fake,0.7183245615831678,Incorrect
6502,6502,True,Fake,0.5334682229841988,Incorrect
6522,6522,True,Fake,0.5670145220648288,Incorrect
6535,6535,True,Fake,0.6809679407371003,Incorrect
6547,6547,True,Fake,0.8784693170952024,Incorrect
6555,6555,True,Fake,0.5705215870575796,Incorrect
6575,6575,True,Fake,0.7279359066922858,Incorrect
6624,6624,True,Fake,0.6373486257597678,Incorrect
6663,6663,True,Fake,0.5578320363594794,Incorrect
6710,6710,True,Fake,0.6046938286262151,Incorrect
6716,6716,True,Fake,0.5197289463060674,Incorrect
6727,6727,True,Fake,0.5717450281152963,Incorrect
6732,6732,True,Fake,0.5756024528711499,Incorrect
6742,6742,True,Fake,0.5336147134355932,Incorrect
6745,6745,True,Fake,0.5952538063627945,Incorrect
6754,6754,True,Fake,0.9489332623496186,Incorrect
6757,6757,True,Fake,0.5574526698414441,Incorrect
6764,6764,True,Fake,0.5955326689457097,Incorrect
6776,6776,True,Fake,0.5976154307880912,Incorrect
6777,6777,True,Fake,0.9234980179693488,Incorrect
6791,6791,True,Fake,0.7488280339666319,Incorrect
6840,6840,True,Fake,0.517801138503169,Incorrect
6844,6844,True,Fake,0.5342134382614764,Incorrect
6870,6870,True,Fake,0.5577042863467835,Incorrect
6872,6872,True,Fake,0.6627449747082896,Incorrect
6878,6878,True,Fake,0.5393609796131804,Incorrect
6888,6888,True,Fake,0.5419159874111635,Incorrect
6891,6891,True,Fake,0.6059604794038665,Incorrect
6901,6901,True,Fake,0.6076958095709485,Incorrect
6924,6924,True,Fake,0.6607627803893689,Incorrect
6952,6952,True,Fake,0.7977960073627629,Incorrect
6954,6954,True,Fake,0.6160849055152666,Incorrect
6965,6965,True,Fake,0.987733897419227,Incorrect
6984,6984,True,Fake,0.5238007808994369,Incorrect
7009,7009,True,Fake,0.5589947433092541,Incorrect
7025,7025,True,Fake,0.5999596925922986,Incorrect
7034,7034,True,Fake,0.5212956507694895,Incorrect
7036,7036,True,Fake,0.5598480878554538,Incorrect
7037,7037,True,Fake,0.7574830212305889,Incorrect
7078,7078,True,Fake,0.6147868639868206,Incorrect
7151,7151,True,Fake,0.625227049185917,Incorrect
7152,7152,True,Fake,0.7504393540098718,Incorrect
7174,7174,True,Fake,0.5182754651788044,Incorrect
7181,7181,True,Fake,0.5179204479692359,Incorrect
